categoryPath,zeroRootMode,secondHandRootMode,classicListingAllowed,catalogOfferAllowed,reason,notes
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Ekmek Kutusu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Buzdolabı Düzenleyici,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Kaşıklık,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Bulaşıklık,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Raf Düzenleyici,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Dolap İçi Düzenleyici,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Poşetlik,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Çöp Kovası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Filtreli Sürahi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Su Arıtma Cihazı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Musluk Filtresi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Yedek Filtre,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Su Sebili,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Tezgah Üstü Su Arıtıcı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Salon › Koltuk Takımı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Salon › Kanepe,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Salon › Berjer,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Salon › TV Ünitesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Salon › Orta Sehpa,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Salon › Yan Sehpa,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Salon › Kitaplık,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Salon › Konsol,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Salon › Vitrin,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yatak Odası › Yatak Odası Takımı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yatak Odası › Yatak,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yatak Odası › Baza,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yatak Odası › Başlık,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yatak Odası › Gardırop,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yatak Odası › Şifonyer,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yatak Odası › Komodin,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yatak Odası › Makyaj Masası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yemek Odası › Yemek Masası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yemek Odası › Sandalye,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yemek Odası › Yemek Odası Takımı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yemek Odası › Bank,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yemek Odası › Bar Masası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Yemek Odası › Bar Sandalyesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çalışma Odası › Çalışma Masası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çalışma Odası › Ofis Koltuğu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çalışma Odası › Çalışma Koltuğu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çalışma Odası › Dosya Dolabı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çalışma Odası › Raf,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çalışma Odası › Toplantı Masası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çocuk Odası Takımı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Genç Odası Takımı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çocuk Yatağı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Ranza,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çalışma Masası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Oyuncak Dolabı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Antre ve Balkon › Portmanto,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Antre ve Balkon › Ayakkabılık,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Antre ve Balkon › Dresuar,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Mobilya › Antre ve Balkon › Balkon Mobilyası,BOTH,BOTH,true,true,heuristic leaf policy; zero=BOTH secondHand=BOTH,
Ev ve Yaşam › Mobilya › Antre ve Balkon › Bahçe Mobilyası,BOTH,BOTH,true,true,heuristic leaf policy; zero=BOTH secondHand=BOTH,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Nevresim Takımı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Çarşaf,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Yastık,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Yorgan,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Battaniye,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Alez,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Yatak Örtüsü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Havlu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Bornoz,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Banyo Paspası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Duş Perdesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Perde,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Tül Perde,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Fon Perde,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Stor Perde,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Kırlent,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Kırlent Kılıfı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Koltuk Örtüsü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Masa Örtüsü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Runner,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Peçete,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Mutfak Havlusu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Önlük,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Eldiven ve Tutacak,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Tablo,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Poster,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Duvar Saati,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Ayna,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Duvar Rafı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Duvar Sticker,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Vazo,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Biblo,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Mum,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Mumluk,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Dekoratif Kutu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Fotoğraf Çerçevesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Halı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Yolluk,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Kilim,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Paspas,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › PVC Zemin,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Yer Minderi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › İç Mekan › Avize,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › İç Mekan › Sarkıt,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › İç Mekan › Plafonyer,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › İç Mekan › Aplik,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › İç Mekan › Lambader,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › İç Mekan › Abajur,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › İç Mekan › Masa Lambası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › İç Mekan › Gece Lambası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › Dış Mekan › Bahçe Aydınlatması,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › Dış Mekan › Solar Aydınlatma,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › Dış Mekan › Projektör,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › Dış Mekan › Sensörlü Aydınlatma,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › LED Ampul,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Akıllı Ampul,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Floresan,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Şerit LED,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › LED Profil,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Duy ve Soket,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Mop,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Kova,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Faraş ve Süpürge,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Cam Sileceği,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Temizlik Bezi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Fırça,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Çamaşır Sepeti,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Hurç,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Vakumlu Poşet,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Askı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Ayakkabı Organizeri,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Çekmece Düzenleyici,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Kutu ve Sepet,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Üst Giyim › Tişört,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Üst Giyim › Gömlek,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Üst Giyim › Bluz,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Üst Giyim › Sweatshirt,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Üst Giyim › Kazak,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Üst Giyim › Hırka,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Üst Giyim › Tunik,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Üst Giyim › Crop Top,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Alt Giyim › Pantolon,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Alt Giyim › Jean,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Alt Giyim › Etek,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Alt Giyim › Şort,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Alt Giyim › Tayt,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Elbise ve Tulum › Günlük Elbise,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Elbise ve Tulum › Abiye Elbise,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Elbise ve Tulum › Tulum,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Elbise ve Tulum › Salopet,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Dış Giyim › Mont,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Dış Giyim › Kaban,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Dış Giyim › Trençkot,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Dış Giyim › Ceket,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Dış Giyim › Yelek,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Dış Giyim › Yağmurluk,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › İç Giyim › Sütyen,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › İç Giyim › Külot,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › İç Giyim › Atlet,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › İç Giyim › Body,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › İç Giyim › Gecelik,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › İç Giyim › Pijama,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › İç Giyim › Sabahlık,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Tesettür › Ferace,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Tesettür › Kap,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Tesettür › Tesettür Elbise,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Tesettür › Şal,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Moda › Kadın › Tesettür › Eşarp,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
