categoryPath,name,depth,siblingCount,duplicatePaths,issues,recommendAction
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Akıllı Ampul,Akıllı Ampul,3,6,Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Ampul,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Floresan,Floresan,3,6,,ok,KEEP
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Şerit LED,Şerit LED,3,6,,ok,KEEP
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › LED Profil,LED Profil,3,6,,ok,KEEP
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Duy ve Soket,Duy ve Soket,3,6,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Mop,Mop,3,7,,very_short_name,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Kova,Kova,3,7,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Faraş ve Süpürge,Faraş ve Süpürge,3,7,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Cam Sileceği,Cam Sileceği,3,7,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Temizlik Bezi,Temizlik Bezi,3,7,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Fırça,Fırça,3,7,Hobi ve Oyun › Hobi Malzemeleri › Resim › Fırça,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Çamaşır Sepeti,Çamaşır Sepeti,3,7,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Hurç,Hurç,3,6,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Vakumlu Poşet,Vakumlu Poşet,3,6,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Askı,Askı,3,6,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Ayakkabı Organizeri,Ayakkabı Organizeri,3,6,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Çekmece Düzenleyici,Çekmece Düzenleyici,3,6,,ok,KEEP
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Kutu ve Sepet,Kutu ve Sepet,3,6,,ok,KEEP
Moda › Kadın › Üst Giyim › Tişört,Tişört,3,8,"Moda › Erkek › Üst Giyim › Tişört | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Tişört | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Tişört",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Üst Giyim › Gömlek,Gömlek,3,8,"Moda › Erkek › Üst Giyim › Gömlek | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Gömlek",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Üst Giyim › Bluz,Bluz,3,8,,ok,KEEP
Moda › Kadın › Üst Giyim › Sweatshirt,Sweatshirt,3,8,Moda › Erkek › Üst Giyim › Sweatshirt,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Üst Giyim › Kazak,Kazak,3,8,Moda › Erkek › Üst Giyim › Kazak,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Üst Giyim › Hırka,Hırka,3,8,Moda › Erkek › Üst Giyim › Hırka,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Üst Giyim › Tunik,Tunik,3,8,,ok,KEEP
Moda › Kadın › Üst Giyim › Crop Top,Crop Top,3,8,,ok,KEEP
Moda › Kadın › Alt Giyim › Pantolon,Pantolon,3,5,"Moda › Erkek › Alt Giyim › Pantolon | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Pantolon | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Pantolon",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Alt Giyim › Jean,Jean,3,5,Moda › Erkek › Alt Giyim › Jean,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Alt Giyim › Etek,Etek,3,5,"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Etek",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Alt Giyim › Şort,Şort,3,5,"Moda › Erkek › Alt Giyim › Şort | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Şort",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Alt Giyim › Tayt,Tayt,3,5,,ok,KEEP
Moda › Kadın › Elbise ve Tulum › Günlük Elbise,Günlük Elbise,3,4,,ok,KEEP
Moda › Kadın › Elbise ve Tulum › Abiye Elbise,Abiye Elbise,3,4,,ok,KEEP
Moda › Kadın › Elbise ve Tulum › Tulum,Tulum,3,4,"Anne, Bebek ve Çocuk › Çocuk Giyim › Bebek Giyim › Tulum",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Elbise ve Tulum › Salopet,Salopet,3,4,,ok,KEEP
Moda › Kadın › Dış Giyim › Mont,Mont,3,6,"Moda › Erkek › Takım ve Dış Giyim › Mont | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Mont | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Mont",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Dış Giyim › Kaban,Kaban,3,6,Moda › Erkek › Takım ve Dış Giyim › Kaban,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Dış Giyim › Trençkot,Trençkot,3,6,,ok,KEEP
Moda › Kadın › Dış Giyim › Ceket,Ceket,3,6,Moda › Erkek › Takım ve Dış Giyim › Ceket,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Dış Giyim › Yelek,Yelek,3,6,Moda › Erkek › Takım ve Dış Giyim › Yelek,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › Dış Giyim › Yağmurluk,Yağmurluk,3,6,Moda › Erkek › Takım ve Dış Giyim › Yağmurluk | Spor ve Outdoor › Outdoor ve Kamp › Outdoor Giyim › Yağmurluk | Otomotiv Aksesuar › Motosiklet Aksesuar › Sürüş Ekipmanı › Yağmurluk,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › İç Giyim › Sütyen,Sütyen,3,7,,ok,KEEP
Moda › Kadın › İç Giyim › Külot,Külot,3,7,,ok,KEEP
Moda › Kadın › İç Giyim › Atlet,Atlet,3,7,Moda › Erkek › İç Giyim › Atlet,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › İç Giyim › Body,Body,3,7,"Anne, Bebek ve Çocuk › Çocuk Giyim › Bebek Giyim › Body",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › İç Giyim › Gecelik,Gecelik,3,7,,ok,KEEP
Moda › Kadın › İç Giyim › Pijama,Pijama,3,7,"Moda › Erkek › İç Giyim › Pijama | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Pijama | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Pijama",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Kadın › İç Giyim › Sabahlık,Sabahlık,3,7,,ok,KEEP
Moda › Kadın › Tesettür › Ferace,Ferace,3,5,,ok,KEEP
Moda › Kadın › Tesettür › Kap,Kap,3,5,,very_short_name,KEEP
Moda › Kadın › Tesettür › Tesettür Elbise,Tesettür Elbise,3,5,,ok,KEEP
Moda › Kadın › Tesettür › Şal,Şal,3,5,,very_short_name,KEEP
Moda › Kadın › Tesettür › Eşarp,Eşarp,3,5,,ok,KEEP
Moda › Erkek › Üst Giyim › Tişört,Tişört,3,6,"Moda › Kadın › Üst Giyim › Tişört | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Tişört | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Tişört",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Üst Giyim › Polo Yaka Tişört,Polo Yaka Tişört,3,6,,ok,KEEP
Moda › Erkek › Üst Giyim › Gömlek,Gömlek,3,6,"Moda › Kadın › Üst Giyim › Gömlek | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Gömlek",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Üst Giyim › Sweatshirt,Sweatshirt,3,6,Moda › Kadın › Üst Giyim › Sweatshirt,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Üst Giyim › Kazak,Kazak,3,6,Moda › Kadın › Üst Giyim › Kazak,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Üst Giyim › Hırka,Hırka,3,6,Moda › Kadın › Üst Giyim › Hırka,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Alt Giyim › Pantolon,Pantolon,3,4,"Moda › Kadın › Alt Giyim › Pantolon | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Pantolon | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Pantolon",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Alt Giyim › Jean,Jean,3,4,Moda › Kadın › Alt Giyim › Jean,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Alt Giyim › Şort,Şort,3,4,"Moda › Kadın › Alt Giyim › Şort | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Şort",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Alt Giyim › Eşofman Altı,Eşofman Altı,3,4,,ok,KEEP
Moda › Erkek › Takım ve Dış Giyim › Takım Elbise,Takım Elbise,3,6,,ok,KEEP
Moda › Erkek › Takım ve Dış Giyim › Ceket,Ceket,3,6,Moda › Kadın › Dış Giyim › Ceket,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Takım ve Dış Giyim › Mont,Mont,3,6,"Moda › Kadın › Dış Giyim › Mont | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Mont | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Mont",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Takım ve Dış Giyim › Kaban,Kaban,3,6,Moda › Kadın › Dış Giyim › Kaban,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Takım ve Dış Giyim › Yelek,Yelek,3,6,Moda › Kadın › Dış Giyim › Yelek,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › Takım ve Dış Giyim › Yağmurluk,Yağmurluk,3,6,Moda › Kadın › Dış Giyim › Yağmurluk | Spor ve Outdoor › Outdoor ve Kamp › Outdoor Giyim › Yağmurluk | Otomotiv Aksesuar › Motosiklet Aksesuar › Sürüş Ekipmanı › Yağmurluk,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › İç Giyim › Boxer,Boxer,3,5,,ok,KEEP
Moda › Erkek › İç Giyim › Atlet,Atlet,3,5,Moda › Kadın › İç Giyim › Atlet,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › İç Giyim › Fanila,Fanila,3,5,,ok,KEEP
Moda › Erkek › İç Giyim › Pijama,Pijama,3,5,"Moda › Kadın › İç Giyim › Pijama | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Pijama | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Pijama",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Erkek › İç Giyim › Çorap,Çorap,3,5,,ok,KEEP
Moda › Ayakkabı › Kadın Ayakkabı › Sneaker,Sneaker,3,7,Moda › Ayakkabı › Erkek Ayakkabı › Sneaker,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Ayakkabı › Kadın Ayakkabı › Topuklu Ayakkabı,Topuklu Ayakkabı,3,7,,ok,KEEP
Moda › Ayakkabı › Kadın Ayakkabı › Babet,Babet,3,7,,ok,KEEP
Moda › Ayakkabı › Kadın Ayakkabı › Sandalet,Sandalet,3,7,Moda › Ayakkabı › Erkek Ayakkabı › Sandalet,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Ayakkabı › Kadın Ayakkabı › Bot,Bot,3,7,Moda › Ayakkabı › Erkek Ayakkabı › Bot | Otomotiv Aksesuar › Motosiklet Aksesuar › Sürüş Ekipmanı › Bot,same_sense_duplicate_leaf|very_short_name,MANUAL_REVIEW_DEDUP
Moda › Ayakkabı › Kadın Ayakkabı › Çizme,Çizme,3,7,,ok,KEEP
Moda › Ayakkabı › Kadın Ayakkabı › Terlik,Terlik,3,7,Moda › Ayakkabı › Erkek Ayakkabı › Terlik,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Ayakkabı › Erkek Ayakkabı › Sneaker,Sneaker,3,6,Moda › Ayakkabı › Kadın Ayakkabı › Sneaker,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Ayakkabı › Erkek Ayakkabı › Klasik Ayakkabı,Klasik Ayakkabı,3,6,,ok,KEEP
Moda › Ayakkabı › Erkek Ayakkabı › Loafer,Loafer,3,6,,ok,KEEP
Moda › Ayakkabı › Erkek Ayakkabı › Bot,Bot,3,6,Moda › Ayakkabı › Kadın Ayakkabı › Bot | Otomotiv Aksesuar › Motosiklet Aksesuar › Sürüş Ekipmanı › Bot,same_sense_duplicate_leaf|very_short_name,MANUAL_REVIEW_DEDUP
Moda › Ayakkabı › Erkek Ayakkabı › Sandalet,Sandalet,3,6,Moda › Ayakkabı › Kadın Ayakkabı › Sandalet,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Ayakkabı › Erkek Ayakkabı › Terlik,Terlik,3,6,Moda › Ayakkabı › Kadın Ayakkabı › Terlik,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Ayakkabı › Spor Ayakkabı › Koşu Ayakkabısı,Koşu Ayakkabısı,3,5,,ok,KEEP
Moda › Ayakkabı › Spor Ayakkabı › Yürüyüş Ayakkabısı,Yürüyüş Ayakkabısı,3,5,,ok,KEEP
Moda › Ayakkabı › Spor Ayakkabı › Basketbol Ayakkabısı,Basketbol Ayakkabısı,3,5,Spor ve Outdoor › Takım Sporları › Basketbol › Basketbol Ayakkabısı,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Ayakkabı › Spor Ayakkabı › Futbol Ayakkabısı,Futbol Ayakkabısı,3,5,,ok,KEEP
Moda › Ayakkabı › Spor Ayakkabı › Outdoor Ayakkabı,Outdoor Ayakkabı,3,5,,ok,KEEP
Moda › Çanta ve Aksesuar › Çanta › Omuz Çantası,Omuz Çantası,3,8,,ok,KEEP
Moda › Çanta ve Aksesuar › Çanta › El Çantası,El Çantası,3,8,,ok,KEEP
Moda › Çanta ve Aksesuar › Çanta › Sırt Çantası,Sırt Çantası,3,8,,ok,KEEP
Moda › Çanta ve Aksesuar › Çanta › Bel Çantası,Bel Çantası,3,8,,ok,KEEP
Moda › Çanta ve Aksesuar › Çanta › Laptop Çantası,Laptop Çantası,3,8,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Laptop Çantası,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Çanta ve Aksesuar › Çanta › Valiz,Valiz,3,8,,ok,KEEP
Moda › Çanta ve Aksesuar › Çanta › Cüzdan,Cüzdan,3,8,,ok,KEEP
Moda › Çanta ve Aksesuar › Çanta › Kartlık,Kartlık,3,8,,ok,KEEP
Moda › Çanta ve Aksesuar › Aksesuar › Kemer,Kemer,3,7,,ok,KEEP
Moda › Çanta ve Aksesuar › Aksesuar › Şapka,Şapka,3,7,,ok,KEEP
Moda › Çanta ve Aksesuar › Aksesuar › Bere,Bere,3,7,,ok,KEEP
Moda › Çanta ve Aksesuar › Aksesuar › Atkı,Atkı,3,7,,ok,KEEP
Moda › Çanta ve Aksesuar › Aksesuar › Eldiven,Eldiven,3,7,Otomotiv Aksesuar › Motosiklet Aksesuar › Sürüş Ekipmanı › Eldiven,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Çanta ve Aksesuar › Aksesuar › Güneş Gözlüğü,Güneş Gözlüğü,3,7,,ok,KEEP
Moda › Çanta ve Aksesuar › Aksesuar › Şemsiye,Şemsiye,3,7,Bahçe ve Yapı › Bahçe › Bahçe Mobilyası › Şemsiye,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Moda › Çanta ve Aksesuar › Takı › Kolye,Kolye,3,6,,ok,KEEP
Moda › Çanta ve Aksesuar › Takı › Bileklik,Bileklik,3,6,,ok,KEEP
Moda › Çanta ve Aksesuar › Takı › Küpe,Küpe,3,6,,ok,KEEP
Moda › Çanta ve Aksesuar › Takı › Yüzük,Yüzük,3,6,,ok,KEEP
Moda › Çanta ve Aksesuar › Takı › Halhal,Halhal,3,6,,ok,KEEP
Moda › Çanta ve Aksesuar › Takı › Broş,Broş,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Bebek Arabası › Travel Sistem Bebek Arabası",Travel Sistem Bebek Arabası,3,4,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Bebek Arabası › Baston Bebek Arabası",Baston Bebek Arabası,3,4,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Bebek Arabası › İkiz Bebek Arabası",İkiz Bebek Arabası,3,4,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Bebek Arabası › Jogger Bebek Arabası",Jogger Bebek Arabası,3,4,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Taşıma › Ana Kucağı",Ana Kucağı,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Taşıma › Puset",Puset,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Taşıma › Kanguru",Kanguru,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Taşıma › Sling",Sling,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Taşıma › Portbebe",Portbebe,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Odası › Mobilya › Bebek Beşiği",Bebek Beşiği,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Odası › Mobilya › Bebek Karyolası",Bebek Karyolası,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Odası › Mobilya › Bebek Yatağı",Bebek Yatağı,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Odası › Mobilya › Alt Açma Ünitesi",Alt Açma Ünitesi,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Odası › Mobilya › Bebek Dolabı",Bebek Dolabı,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Odası › Tekstil › Bebek Nevresimi",Bebek Nevresimi,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Odası › Tekstil › Uyku Tulumu",Uyku Tulumu,3,5,Spor ve Outdoor › Outdoor ve Kamp › Kamp › Uyku Tulumu,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Bebek Odası › Tekstil › Bebek Battaniyesi",Bebek Battaniyesi,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Odası › Tekstil › Bebek Yastığı",Bebek Yastığı,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bebek Odası › Tekstil › Cibinlik",Cibinlik,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Beslenme › Emzirme › Göğüs Pompası",Göğüs Pompası,3,4,,ok,KEEP
"Anne, Bebek ve Çocuk › Beslenme › Emzirme › Emzirme Yastığı",Emzirme Yastığı,3,4,,ok,KEEP
"Anne, Bebek ve Çocuk › Beslenme › Emzirme › Süt Saklama Poşeti",Süt Saklama Poşeti,3,4,,ok,KEEP
"Anne, Bebek ve Çocuk › Beslenme › Emzirme › Göğüs Pedi",Göğüs Pedi,3,4,,ok,KEEP
"Anne, Bebek ve Çocuk › Beslenme › Biberon ve Mama › Biberon",Biberon,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Beslenme › Biberon ve Mama › Emzik",Emzik,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Beslenme › Biberon ve Mama › Biberon Isıtıcı",Biberon Isıtıcı,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Beslenme › Biberon ve Mama › Sterilizatör",Sterilizatör,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Beslenme › Biberon ve Mama › Mama Sandalyesi",Mama Sandalyesi,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Beslenme › Biberon ve Mama › Mama Seti",Mama Seti,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Bakım › Bebek Bezi",Bebek Bezi,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Bakım › Islak Mendil",Islak Mendil,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Bakım › Bebek Şampuanı",Bebek Şampuanı,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Bakım › Bebek Yağı",Bebek Yağı,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Bakım › Pişik Kremi",Pişik Kremi,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Bakım › Bebek Küveti",Bebek Küveti,3,6,,ok,KEEP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Güvenlik › Bebek Kamerası",Bebek Kamerası,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Güvenlik › Telsiz",Telsiz,3,5,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Telsiz,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Güvenlik › Güvenlik Kapısı",Güvenlik Kapısı,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Güvenlik › Priz Koruyucu",Priz Koruyucu,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Güvenlik › Köşe Koruyucu",Köşe Koruyucu,3,5,,ok,KEEP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Tişört",Tişört,3,7,"Moda › Kadın › Üst Giyim › Tişört | Moda › Erkek › Üst Giyim › Tişört | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Tişört",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Elbise",Elbise,3,7,,ok,KEEP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Pantolon",Pantolon,3,7,"Moda › Kadın › Alt Giyim › Pantolon | Moda › Erkek › Alt Giyim › Pantolon | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Pantolon",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Etek",Etek,3,7,Moda › Kadın › Alt Giyim › Etek,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Mont",Mont,3,7,"Moda › Kadın › Dış Giyim › Mont | Moda › Erkek › Takım ve Dış Giyim › Mont | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Mont",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Pijama",Pijama,3,7,"Moda › Kadın › İç Giyim › Pijama | Moda › Erkek › İç Giyim › Pijama | Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Pijama",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › İç Giyim",İç Giyim,3,7,"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › İç Giyim",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Tişört",Tişört,3,7,"Moda › Kadın › Üst Giyim › Tişört | Moda › Erkek › Üst Giyim › Tişört | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Tişört",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Gömlek",Gömlek,3,7,Moda › Kadın › Üst Giyim › Gömlek | Moda › Erkek › Üst Giyim › Gömlek,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Pantolon",Pantolon,3,7,"Moda › Kadın › Alt Giyim › Pantolon | Moda › Erkek › Alt Giyim › Pantolon | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Pantolon",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Şort",Şort,3,7,Moda › Kadın › Alt Giyim › Şort | Moda › Erkek › Alt Giyim › Şort,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Mont",Mont,3,7,"Moda › Kadın › Dış Giyim › Mont | Moda › Erkek › Takım ve Dış Giyim › Mont | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Mont",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Pijama",Pijama,3,7,"Moda › Kadın › İç Giyim › Pijama | Moda › Erkek › İç Giyim › Pijama | Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Pijama",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › İç Giyim",İç Giyim,3,7,"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › İç Giyim",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Bebek Giyim › Body",Body,3,6,Moda › Kadın › İç Giyim › Body,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
"Anne, Bebek ve Çocuk › Çocuk Giyim › Bebek Giyim › Zıbın",Zıbın,3,6,,ok,KEEP
